dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,restoration_date_string,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
Retable de Borgo Sansepolcro,peinture,,,Musée du Louvre Paris,"48.860591,2.337582",1437-1444,1437§1444,,,,Sassetta,,,,,,,,,,,https://agorha.inha.fr/ark:/54721/8128bce9-8a85-44d3-a304-da60b4e7111d§https://agorha.inha.fr/ark:/54721/72f83516-458f-4458-b8ce-75b1756d5dee§https://agorha.inha.fr/ark:/54721/f15e4e4b-70ca-4406-aa3c-560c9e64b118§https://agorha.inha.fr/ark:/54721/11bf3a46-9d05-4cc5-bd1b-d23798894fc7§https://agorha.inha.fr/ark:/54721/9ada8fc7-5ec2-42c3-aaf4-72e0e0332116§https://agorha.inha.fr/ark:/54721/af15b878-ded8-4fea-adb4-8b96076ef657§https://agorha.inha.fr/ark:/54721/ab945e93-f0ac-471a-930d-60623bd047ec,,,7d36698a-8f47-4b9e-8a1b-23a2930e1b72_001,"Sassetta Vers 1392 - 1450, de, Retable de Borgo Sansepolcro, peinture (1437 / 1444 - )",https://agorha.inha.fr/ark:/54721/7d36698a-8f47-4b9e-8a1b-23a2930e1b72,7d36698a-8f47-4b9e-8a1b-23a2930e1b72, Philomène Renard ,22/05/2023,25/10/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/7d36698a-8f47-4b9e-8a1b-23a2930e1b72,https://agorha.inha.fr/ark:/54721/5e08f01b-cac8-4c7b-9530-2ffed6bb3b14/doc/1eead856-b60d-4864-9a5e-422c4753fea7/original.jpg
Vierge Glykophilousa / Croix,peinture,Face / Revers,FMVIC03,Musée byzantin et chrétien Athènes,"37.97592576360662,23.744585284660356",2e moitié du 14e siècle,1351§1400,,Grèce§Veroia,"39,22",,,,"Attributed to a workshop of Veroia, Greece. Attributed to the same Veroia workshop as the icon ""Saint Jerusalem and her children / Crucifixion"".",,Vierge à l'Enfant,,,,,,,,1ed31b87-1280-44b2-8379-e05a203e1f7d_002,1ed31b87-1280-44b2-8379-e05a203e1f7d_001,"Vierge Glykophilousa / Croix, peinture (2e moitié du 14e siècle - )",https://agorha.inha.fr/ark:/54721/1ed31b87-1280-44b2-8379-e05a203e1f7d,1ed31b87-1280-44b2-8379-e05a203e1f7d,Marina Dimaki,26/05/2022,04/04/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/1ed31b87-1280-44b2-8379-e05a203e1f7d,https://agorha.inha.fr/ark:/54721/fb83d7c0-ae83-42d2-a2b9-effdcc982937/doc/2511b1f8-3721-4c46-a0b2-26861205b0d1/original.jpg
La Vierge adorant l'Enfant,peinture,,MJAP-P 1829,Musée Jacquemart-André Paris,"48.875438,2.31052",4e quart du 15e siècle - 4e quart du 15e siècle,1476§1500,Fin 15e siècle,,,Antonello da Saliba,,"Cima da Conegliano, Giovanni Battista",,,,,,,,,,,8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_004§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_005§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_006,8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_001§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_002§8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc_003,"Antonello da Saliba Vers 1466 - Vers 1535, attribué à, La Vierge adorant l'Enfant, peinture (4e quart du 15e siècle)",https://agorha.inha.fr/ark:/54721/8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc,8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc,Philomène Renard,03/05/2005,22/11/2023,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/8c4ec2eb-f53a-44ba-9f35-2ae08d81a6bc,https://agorha.inha.fr/ark:/54721/fa5f4b44-b081-40ab-b713-fac43b521a5a/doc/6ebd8793-bfa0-4e52-a403-480807651815/original.jpg
L'Adoration des Mages,peinture,,Inv. 20186,Musée du Petit Palais Avignon,"43.949317,4.805528",1495-1495,1495§1495,1495,,,"Anonyme florentin§Fungai, Bernardino","Rosselli, Cosimo§Ghirlandaio, Davide",,"Matteo Gianeselli (2018) attribue ce tableau à l\'atelier de Cosimo Rosselli en collaboration avec l\'atelier de Davide Ghirlandaio. Selon ce chercheur, ""le cortège semble davantage devoir être attribué à Rosselli ..."".§Matteo Gianeselli (2018) attribue ce tableau à l'atelier de Cosimo Rosselli en collaboration avec l'atelier de Davide Ghirlandaio.",,,,,,,,,,f430dac2-1166-4098-ac48-8a367513ba2a_003§f430dac2-1166-4098-ac48-8a367513ba2a_004§f430dac2-1166-4098-ac48-8a367513ba2a_005§f430dac2-1166-4098-ac48-8a367513ba2a_006,f430dac2-1166-4098-ac48-8a367513ba2a_001§f430dac2-1166-4098-ac48-8a367513ba2a_002,"Rosselli, Cosimo 1439 - 1507, atelier de, L'Adoration des Mages, peinture (1495)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/f430dac2-1166-4098-ac48-8a367513ba2a§https://www.pop.culture.gouv.fr/notice/joconde/000PE012749,f430dac2-1166-4098-ac48-8a367513ba2a,Philomène Renard,13/05/2005,22/11/2023,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/f430dac2-1166-4098-ac48-8a367513ba2a,https://agorha.inha.fr/ark:/54721/7d50a81b-986e-48cd-a5d4-b7bbf172ad05/doc/0b3bc975-ab5e-44d1-ad8d-a3e75fd9026e/original.jpg
Deux Anges sur le Tombeau du Christ,peinture,,MJAP-P 1867,Musée Jacquemart-André Paris,"48.875438,2.31052",2e quart du 14e siècle - 3e quart du 14e siècle,1326§1375,Milieu 14e siècle,,,"Baronzio, Giovanni",,,Anciennement attribué au Maestro della Santa Colomba. Miklos Boskovits (1987) a identifié la Maître avec Giovanni Baronzio.,,,,,,,,,,80c130aa-172b-4209-8519-9c977056eff4_004§80c130aa-172b-4209-8519-9c977056eff4_005,80c130aa-172b-4209-8519-9c977056eff4_001§80c130aa-172b-4209-8519-9c977056eff4_002§80c130aa-172b-4209-8519-9c977056eff4_003,"Baronzio, Giovanni - Avant 1362, attribué à, Deux Anges sur le Tombeau du Christ, peinture (2e quart du 14e siècle - 3e quart du 14e siècle)",https://agorha.inha.fr/ark:/54721/80c130aa-172b-4209-8519-9c977056eff4,80c130aa-172b-4209-8519-9c977056eff4,Philomène Renard,03/05/2005,22/11/2023,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/80c130aa-172b-4209-8519-9c977056eff4,https://agorha.inha.fr/ark:/54721/bcde298b-83f0-43ef-bbd9-b4924095dba2/doc/ce183373-4975-474e-88b0-65348cbb4a35/original.jpg
Vierge de Kaftoun face 1A,peinture,,,Liban§monastère greco-orthodoxe Notre Dame de Kaftoun caza de Koura,"33.83333,35.83333",,,,,,,,,,,,,,,1992§1992,,https://agorha.inha.fr/ark:/54721/4d5997dc-09f6-418b-8110-4a94cce60892,,59930550-3111-4776-add5-d1b26a6c09ff_004§59930550-3111-4776-add5-d1b26a6c09ff_005§59930550-3111-4776-add5-d1b26a6c09ff_006§59930550-3111-4776-add5-d1b26a6c09ff_007§59930550-3111-4776-add5-d1b26a6c09ff_008§59930550-3111-4776-add5-d1b26a6c09ff_009§59930550-3111-4776-add5-d1b26a6c09ff_010§59930550-3111-4776-add5-d1b26a6c09ff_011§59930550-3111-4776-add5-d1b26a6c09ff_012§59930550-3111-4776-add5-d1b26a6c09ff_013§59930550-3111-4776-add5-d1b26a6c09ff_014§59930550-3111-4776-add5-d1b26a6c09ff_015§59930550-3111-4776-add5-d1b26a6c09ff_016§59930550-3111-4776-add5-d1b26a6c09ff_017§59930550-3111-4776-add5-d1b26a6c09ff_018§59930550-3111-4776-add5-d1b26a6c09ff_019§59930550-3111-4776-add5-d1b26a6c09ff_020§59930550-3111-4776-add5-d1b26a6c09ff_021§59930550-3111-4776-add5-d1b26a6c09ff_022§59930550-3111-4776-add5-d1b26a6c09ff_023§59930550-3111-4776-add5-d1b26a6c09ff_024§59930550-3111-4776-add5-d1b26a6c09ff_025§59930550-3111-4776-add5-d1b26a6c09ff_026§59930550-3111-4776-add5-d1b26a6c09ff_027§59930550-3111-4776-add5-d1b26a6c09ff_028§59930550-3111-4776-add5-d1b26a6c09ff_029§59930550-3111-4776-add5-d1b26a6c09ff_030§59930550-3111-4776-add5-d1b26a6c09ff_031§59930550-3111-4776-add5-d1b26a6c09ff_032§59930550-3111-4776-add5-d1b26a6c09ff_033§59930550-3111-4776-add5-d1b26a6c09ff_034§59930550-3111-4776-add5-d1b26a6c09ff_035§59930550-3111-4776-add5-d1b26a6c09ff_036§59930550-3111-4776-add5-d1b26a6c09ff_037§59930550-3111-4776-add5-d1b26a6c09ff_038§59930550-3111-4776-add5-d1b26a6c09ff_039§59930550-3111-4776-add5-d1b26a6c09ff_040§59930550-3111-4776-add5-d1b26a6c09ff_041§59930550-3111-4776-add5-d1b26a6c09ff_042§59930550-3111-4776-add5-d1b26a6c09ff_043§59930550-3111-4776-add5-d1b26a6c09ff_044§59930550-3111-4776-add5-d1b26a6c09ff_045§59930550-3111-4776-add5-d1b26a6c09ff_046§59930550-3111-4776-add5-d1b26a6c09ff_047§59930550-3111-4776-add5-d1b26a6c09ff_048§59930550-3111-4776-add5-d1b26a6c09ff_049§59930550-3111-4776-add5-d1b26a6c09ff_050§59930550-3111-4776-add5-d1b26a6c09ff_051§59930550-3111-4776-add5-d1b26a6c09ff_052§59930550-3111-4776-add5-d1b26a6c09ff_053§59930550-3111-4776-add5-d1b26a6c09ff_054§59930550-3111-4776-add5-d1b26a6c09ff_055§59930550-3111-4776-add5-d1b26a6c09ff_056,59930550-3111-4776-add5-d1b26a6c09ff_001§59930550-3111-4776-add5-d1b26a6c09ff_002§59930550-3111-4776-add5-d1b26a6c09ff_003§59930550-3111-4776-add5-d1b26a6c09ff_057§59930550-3111-4776-add5-d1b26a6c09ff_058,"Vierge de Kaftoun face 1A, peinture",https://agorha.inha.fr/ark:/54721/59930550-3111-4776-add5-d1b26a6c09ff,59930550-3111-4776-add5-d1b26a6c09ff,Philomène Renard,14/09/2022,23/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/59930550-3111-4776-add5-d1b26a6c09ff,https://agorha.inha.fr/ark:/54721/04a3b41c-1eed-4024-8cc1-7ea92142c0d2/doc/7c62fd52-5105-49f9-bf9c-eb411cd831de/original.jpg
saint Jean-Baptiste,peinture,,BXM 01551,Musée byzantin et chrétien Athènes§Musée byzantin et chrétien Athènes,"37.97592576360662,23.744585284660356§37.97592576360662,23.744585284660356",2e quart du 15e siècle,1426§1450,,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan school",,,,,saint Jean-Baptiste,,,,,,,,2adc27b9-13a2-4d74-b431-0e366e41411e_004§2adc27b9-13a2-4d74-b431-0e366e41411e_005§2adc27b9-13a2-4d74-b431-0e366e41411e_006§2adc27b9-13a2-4d74-b431-0e366e41411e_007§2adc27b9-13a2-4d74-b431-0e366e41411e_008§2adc27b9-13a2-4d74-b431-0e366e41411e_009§2adc27b9-13a2-4d74-b431-0e366e41411e_010§2adc27b9-13a2-4d74-b431-0e366e41411e_011§2adc27b9-13a2-4d74-b431-0e366e41411e_012§2adc27b9-13a2-4d74-b431-0e366e41411e_013§2adc27b9-13a2-4d74-b431-0e366e41411e_014§2adc27b9-13a2-4d74-b431-0e366e41411e_015,2adc27b9-13a2-4d74-b431-0e366e41411e_001§2adc27b9-13a2-4d74-b431-0e366e41411e_002,"Akotantos, Angelos 1ère moitié du 15e siècle - , peint par, saint Jean-Baptiste, peinture (2e quart du 15e siècle - )",https://agorha.inha.fr/ark:/54721/2adc27b9-13a2-4d74-b431-0e366e41411e,2adc27b9-13a2-4d74-b431-0e366e41411e,Marina Dimaki,20/06/2022,04/04/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/2adc27b9-13a2-4d74-b431-0e366e41411e,https://agorha.inha.fr/ark:/54721/79610a13-9344-4582-878d-abdbea86b19a/doc/782dba34-4dab-4f15-8767-8d8b752835fc/original.jpg
Retable de la vie de saint Jean-Baptiste,retable§peinture,,PE 123,Musée des Arts décoratifs Paris,"48.863156,2.333511",1420,1415§1425,,Catalogne,"41.82046,1.86768","Borrassà, Lluís",,,,,,,,,,,,,,cf5dee19-842e-4b14-958b-d224b2063bc6_001,"Retable de la vie de saint Jean-Baptiste, retable (Vers 1420 - )§Musée des Arts décoratifs, Paris",https://agorha.inha.fr/ark:/54721/cf5dee19-842e-4b14-958b-d224b2063bc6§http://collections.madparis.fr/vie-de-saint-jean-baptiste,cf5dee19-842e-4b14-958b-d224b2063bc6,Philomène Renard,25/01/2022,30/10/2023,Recensement des tableaux ibériques dans les collections publiques françaises (1300-1870)§RETIB,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/cf5dee19-842e-4b14-958b-d224b2063bc6,https://agorha.inha.fr/ark:/54721/66b940f9-dc35-4a12-bbd5-83c7fe5abe63/doc/cf0c7e7e-5363-4760-b91c-403344c126dc/original.jpg
Crucifix,peinture,,Calvet 22812,Musée du Petit Palais Avignon,"43.949317,4.805528",13e siècle - 13e siècle,1201§1300,,,,,,"Berlinghieri, Bonaventura",,,,,,,,,,,,7fbb68ce-1465-4f62-86e3-b06fe5de2aee_001,"Berlinghieri, Bonaventura , entourage de, Crucifix, peinture (13e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/7fbb68ce-1465-4f62-86e3-b06fe5de2aee§https://www.pop.culture.gouv.fr/notice/joconde/000PE012496,7fbb68ce-1465-4f62-86e3-b06fe5de2aee,Laclotte,09/01/2002,25/10/2023,,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/7fbb68ce-1465-4f62-86e3-b06fe5de2aee,https://agorha.inha.fr/ark:/54721/ce6069b6-85d9-4a6f-b80b-ff3bed4cae55/doc/c5659bfa-b2ba-44c9-933a-c5141bc8b8a9/original.jpg
"Raban Maur, Louanges de la Sainte Croix, Croix, symbole des chœurs célestes, Paris, BnF, Latin 2423 f. 6v",enluminure§manuscrit,Titre de l'enluminure sur f. 6v du manuscrit De laudibus sanctae Crucis Les Louanges de la Sainte Croix de Rabanus Maurus.,Latin 2423,BnF - département des Manuscrits,"48.834355,2.373378",835-848,0830§0848,9e siècle,"Allemagne§Fulda, empire carolingien§Allemagne§Fulda, empire carolingien","52.19498,12.51559§52.19498,12.51559",,,école de l'Abbaye de Fulda,"rédacteur, auteur du cycle de poèmes figurés§Date de traitement de restaurationSur la base de la présence du pigment vert de chrome, cette restauration aurait pu être effectuée à tout moment du milieu du 19e siècle au milieu du 20e siècle.",,"Croix, symbole des choeurs céléstes§croix§symbole§choeur",,,oeuvre restaurée§mauvais état,,,https://agorha.inha.fr/ark:/54721/7cd3ca23-8c7c-4334-b5ff-d3318d5bf225,,,28908c5a-5c7f-414f-9b14-c9908180a6fc_001§28908c5a-5c7f-414f-9b14-c9908180a6fc_002§28908c5a-5c7f-414f-9b14-c9908180a6fc_003,"Raban Maur Vers 780 - 856, école de, Raban Maur, Louanges de la Sainte Croix, Croix, symbole des chœurs célestes, Paris, BnF, Latin 2423 f. 6v, enluminure (Vers 835 - Avant 848)§Notice bibliographique - BnF Archives et Manuscrits§Mandragore, base des manuscrits enluminés de la BnF§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/28908c5a-5c7f-414f-9b14-c9908180a6fc§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc94635g§http://mandragore.bnf.fr/ark:/12148/cgfbt1112343§https://portail.biblissima.fr/fr/ark:/43093/ifdatabf32390465fab9919e446afae0bbcddb233c8561,28908c5a-5c7f-414f-9b14-c9908180a6fc,Teresa Knapowska,11/03/2022,16/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/28908c5a-5c7f-414f-9b14-c9908180a6fc,https://agorha.inha.fr/ark:/54721/7da7dced-47e7-46d4-87d8-e22e5b6cd669/doc/ec294e94-1831-4ee5-85f4-96235a13c991/original.jpg
TEST OEUVRE progr Couleurs et matériaux§Test Coexya,enluminure§manuscrit,Titre de l'enluminure sur f. 5v du manuscrit De laudibus sanctae Crucis Les Louanges de la Sainte Croix de Rabanus Maurus.,Latin 2423,BnF - département des Manuscrits,"48.834355,2.373378",835-848,0830§0848,9e siècle,"Allemagne§Fulda, empire carolingien§Allemagne§Fulda, empire carolingien","52.19498,12.51559§52.19498,12.51559",,,école de l'Abbaye de Fulda,"rédacteur, auteur du cycle de poèmes figurés",,"Croix, symbole de l'univers§croix",,,oeuvre restaurée§mauvais état§Les bordures des figures peintes dans une couleur verte ont déterioré le parch. qui a reçu des restaurations au moyen de bandelettes de papier collées au dos des figures; ces restaurations sont responsables d'autres dégâts sur le f. en regard.,,,,,,d78e57bb-58d4-4594-bbd6-73021bf7c3c2_001§d78e57bb-58d4-4594-bbd6-73021bf7c3c2_002§d78e57bb-58d4-4594-bbd6-73021bf7c3c2_003§d78e57bb-58d4-4594-bbd6-73021bf7c3c2_004§d78e57bb-58d4-4594-bbd6-73021bf7c3c2_005,"Raban Maur Vers 780 - 856, école de, TEST OEUVRE progr Couleurs et matériaux, enluminure (Vers 835 - Avant 848)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers§Mandragore, base des manuscrits enluminés de la BnF",https://agorha.inha.fr/ark:/54721/d78e57bb-58d4-4594-bbd6-73021bf7c3c2§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc94635g§https://portail.biblissima.fr/fr/ark:/43093/ifdatae904a8252519bdc765adf22aadd8d8d4ae875e17§http://mandragore.bnf.fr/ark:/12148/cgfbt111233q,d78e57bb-58d4-4594-bbd6-73021bf7c3c2,Teresa Knapowska,19/04/2022,20/12/2023,La fabrique de l'art. Couleurs et matériaux de l'enluminure§'Ressources documentaires§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/d78e57bb-58d4-4594-bbd6-73021bf7c3c2,https://agorha.inha.fr/ark:/54721/4784a194-44bb-4394-abdf-ecdb00f8b445/doc/37fc350e-9bc8-42d4-8e79-307b050ae72f/original.jpg
"Raban Maur, Louanges de la Sainte Croix, Croix, symbole de l'univers, Paris BnF, Latin 2423 f. 5v",enluminure§manuscrit,Titre de l'enluminure sur f. 5v du manuscrit De laudibus sanctae Crucis Louanges de la Sainte Croix de Rabanus Maurus.,Latin 2423,BnF - département des Manuscrits,"48.834355,2.373378",835-848,0830§0848,9e siècle,"Allemagne§Fulda, empire carolingien§Allemagne§Fulda, empire carolingien","52.19498,12.51559§52.19498,12.51559",,,école de l'Abbaye de Fulda,"rédacteur, auteur du cycle de poèmes figurés",,"Croix, symbole de l'univers§croix§symbole§ l'univers",,,oeuvre restaurée§mauvais état§Les bordures des figures peintes dans une couleur verte ont déterioré le parch. qui a reçu des restaurations au moyen de bandelettes de papier collées au dos des figures; ces restaurations sont responsables d'autres dégâts sur le f. en regard.,,,,,f9f774a9-f0e7-43b2-918e-c560462be019_002§f9f774a9-f0e7-43b2-918e-c560462be019_003§f9f774a9-f0e7-43b2-918e-c560462be019_004§f9f774a9-f0e7-43b2-918e-c560462be019_005,f9f774a9-f0e7-43b2-918e-c560462be019_001,"Raban Maur Vers 780 - 856, école de, Raban Maur, Louanges de la Sainte Croix, Croix, symbole de l'univers, Paris BnF, Latin 2423 f. 5v, enluminure (Vers 835 - Avant 848)§Bibliothèque nationale de France - Département des Manuscrits, Paris§Biblissima, Aubervilliers§Mandragore, base des manuscrits enluminés de la BnF",https://agorha.inha.fr/ark:/54721/f9f774a9-f0e7-43b2-918e-c560462be019§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc94635g§https://portail.biblissima.fr/fr/ark:/43093/ifdatae904a8252519bdc765adf22aadd8d8d4ae875e17§http://mandragore.bnf.fr/ark:/12148/cgfbt111233q,f9f774a9-f0e7-43b2-918e-c560462be019,Teresa Knapowska,30/03/2022,16/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/f9f774a9-f0e7-43b2-918e-c560462be019,https://agorha.inha.fr/ark:/54721/4784a194-44bb-4394-abdf-ecdb00f8b445/doc/37fc350e-9bc8-42d4-8e79-307b050ae72f/original.jpg
